zip_code,total_population,percent_white,percent_black,percent_asian,percent_hispanic,per_capita_income,median_age,total_households
00601,18450,1.0,0.0,0.0,99.0,7380.0,36.6,5972
00602,41302,4.0,0.0,0.0,94.0,8463.0,38.6,12968
00603,53683,2.0,0.0,0.0,96.0,9176.0,38.9,18674
00606,6591,0.0,0.0,0.0,100.0,6383.0,37.3,1915
00610,28963,1.0,0.0,0.0,99.0,7892.0,39.2,9404
00612,68055,0.0,0.0,0.0,100.0,10188.0,38.5,22971
00616,10183,0.0,0.0,0.0,100.0,8767.0,40.9,3636
00617,24879,1.0,0.0,0.0,99.0,7939.0,36.2,8352
00622,6165,2.0,0.0,0.0,98.0,8751.0,42.0,2557
00623,44704,0.0,0.0,0.0,100.0,9326.0,39.7,14558
00624,25340,1.0,0.0,0.0,99.0,6761.0,34.2,8216
00627,34806,0.0,0.0,0.0,99.0,9112.0,37.9,11934
00631,1747,3.0,0.0,0.0,97.0,6561.0,43.9,657
00637,24996,1.0,0.0,0.0,99.0,8045.0,38.8,7088
00638,18742,0.0,0.0,0.0,100.0,6526.0,37.2,6018
00641,30401,0.0,0.0,0.0,99.0,7479.0,38.7,9540
00646,38303,2.0,0.0,0.0,98.0,14374.0,37.5,12360
00647,5640,2.0,0.0,0.0,98.0,7384.0,41.3,1791
00650,14969,0.0,0.0,0.0,100.0,7038.0,36.2,5017
00652,3461,1.0,0.0,0.0,99.0,9406.0,40.1,1390
00653,13461,1.0,0.0,0.0,99.0,6465.0,36.6,3664
00656,21172,0.0,0.0,0.0,100.0,7534.0,36.5,6612
00659,41932,0.0,0.0,0.0,99.0,9428.0,37.9,14337
00660,17151,1.0,0.0,0.0,98.0,10609.0,42.4,6418
00662,43535,1.0,0.0,0.0,99.0,8124.0,38.4,14620
00664,16508,0.0,0.0,0.0,100.0,7841.0,33.9,4846
00667,25797,0.0,0.0,0.0,100.0,6763.0,39.6,8494
00669,28984,0.0,0.0,0.0,100.0,6600.0,37.7,9735
00670,9689,1.0,0.0,0.0,99.0,7016.0,37.7,3163
00674,43848,1.0,0.0,0.0,99.0,9838.0,37.9,16090
00676,39916,1.0,0.0,0.0,99.0,7700.0,35.8,12356
00677,15108,5.0,0.0,0.0,92.0,8986.0,41.3,5451
00678,27229,0.0,0.0,0.0,100.0,7274.0,37.5,9584
00680,56003,1.0,0.0,0.0,99.0,8745.0,38.6,19352
00682,32509,1.0,0.0,0.0,99.0,10869.0,35.0,11636
00683,33442,0.0,0.0,0.0,100.0,9178.0,40.6,11921
00685,41947,1.0,0.0,0.0,99.0,7192.0,39.7,13794
00687,32609,0.0,0.0,0.0,100.0,7060.0,33.8,9788
00688,13340,1.0,0.0,0.0,99.0,6757.0,40.1,4203
00690,6299,1.0,0.0,0.0,95.0,9251.0,33.8,2147
00692,37618,2.0,0.0,0.0,98.0,9273.0,35.0,11803
00693,60211,2.0,0.0,0.0,97.0,9051.0,37.4,17837
00694,157,0.0,0.0,0.0,100.0,7616.0,70.5,49
00698,41179,1.0,0.0,0.0,99.0,7491.0,39.2,10422
00703,29153,0.0,0.0,0.0,100.0,7734.0,35.5,8968
00704,7867,0.0,0.0,0.0,98.0,7229.0,34.2,3024
00705,25373,0.0,0.0,0.0,100.0,8868.0,37.5,8614
00707,12070,0.0,0.0,0.0,100.0,8134.0,39.1,4086
00714,19443,0.0,0.0,0.0,100.0,8208.0,35.6,6265
00715,4315,0.0,1.0,0.0,99.0,10149.0,41.1,1263
00716,32180,1.0,0.0,0.0,99.0,11773.0,37.6,11763
00717,17972,0.0,0.0,0.0,99.0,9120.0,32.9,6995
00718,26767,1.0,0.0,0.0,99.0,9038.0,34.5,8718
00719,30793,0.0,0.0,0.0,100.0,8819.0,35.7,8837
00720,23080,0.0,0.0,0.0,100.0,6687.0,35.1,6821
00723,19017,0.0,0.0,0.0,100.0,7851.0,39.4,6436
00725,90206,1.0,0.0,0.0,99.0,11273.0,37.3,31555
00727,56972,1.0,0.0,0.0,99.0,15088.0,38.2,20561
00728,42692,1.0,0.0,0.0,99.0,9100.0,36.4,13692
00729,54768,0.0,0.0,0.0,100.0,10534.0,35.2,16611
00730,37931,1.0,0.0,0.0,99.0,9768.0,37.0,12582
00731,14525,0.0,0.0,0.0,100.0,8126.0,40.9,4765
00735,13495,0.0,0.0,0.0,100.0,9433.0,38.7,4663
00736,51576,0.0,0.0,0.0,100.0,11711.0,37.7,17629
00738,34492,0.0,0.0,0.0,99.0,10894.0,38.4,12194
00739,38673,0.0,0.0,0.0,100.0,11703.0,37.1,12621
00740,1760,0.0,0.0,0.0,100.0,6968.0,27.7,565
00741,5025,0.0,0.0,0.0,99.0,8944.0,41.3,1639
00745,54681,0.0,0.0,0.0,100.0,10634.0,37.3,17053
00751,23430,0.0,0.0,0.0,100.0,7815.0,36.0,8349
00754,40330,0.0,0.0,0.0,99.0,10004.0,37.3,13595
00757,23231,0.0,0.0,0.0,100.0,9412.0,34.3,7727
00765,9206,3.0,0.0,0.0,97.0,8414.0,41.9,2711
00766,25991,0.0,0.0,0.0,99.0,7944.0,34.5,8094
00767,37442,0.0,0.0,0.0,100.0,7960.0,37.7,12205
00769,40026,0.0,0.0,0.0,100.0,8971.0,35.7,13493
00771,38504,0.0,0.0,0.0,100.0,9367.0,36.0,12805
00772,21712,0.0,0.0,0.0,100.0,7622.0,35.5,6829
00773,19918,1.0,0.0,0.0,98.0,10408.0,38.4,6788
00775,1478,5.0,1.0,0.0,94.0,8142.0,38.4,515
00777,40892,1.0,0.0,0.0,99.0,9471.0,34.9,13106
00778,46109,0.0,0.0,0.0,100.0,13892.0,36.0,15306
00780,13418,0.0,0.0,0.0,100.0,13433.0,38.1,4408
00782,18504,0.0,0.0,0.0,100.0,7026.0,36.4,5991
00783,36466,0.0,0.0,0.0,100.0,7906.0,35.4,10863
00784,43746,0.0,0.0,0.0,100.0,9170.0,35.2,14753
00786,335,0.0,0.0,0.0,100.0,12059.0,47.0,130
00791,52760,1.0,0.0,0.0,99.0,11115.0,38.5,16890
00794,30688,0.0,0.0,0.0,100.0,7229.0,33.0,9424
00795,47580,0.0,0.0,0.0,100.0,8381.0,35.4,15836
00901,6444,3.0,1.0,0.0,96.0,21534.0,41.7,2612
00906,36,0.0,0.0,0.0,100.0,19894.0,27.4,51
00907,17696,4.0,0.0,0.0,95.0,32394.0,47.6,8519
00909,5910,1.0,1.0,0.0,98.0,11825.0,39.1,2574
00911,7595,6.0,0.0,0.0,93.0,25328.0,48.3,3820
00912,6541,1.0,0.0,0.0,98.0,12254.0,38.3,2437
00913,8255,2.0,0.0,0.0,98.0,10551.0,28.6,3267
00915,31812,1.0,1.0,0.0,99.0,7368.0,37.0,11578
00917,20557,1.0,0.0,0.0,99.0,12357.0,44.7,8161
00918,16472,1.0,0.0,0.0,99.0,22652.0,39.5,7930
00920,18540,1.0,0.0,0.0,99.0,14953.0,43.3,7278
00921,38077,1.0,0.0,0.0,99.0,11498.0,36.2,14156
00923,28618,1.0,0.0,0.0,98.0,10701.0,37.1,10550
00924,58061,1.0,0.0,0.0,98.0,10939.0,35.0,19890
00925,6877,2.0,1.0,0.0,96.0,9886.0,32.7,2976
00926,107139,1.0,0.0,0.0,99.0,21058.0,40.0,38019
00927,15340,2.0,0.0,0.0,98.0,28433.0,45.6,5925
00934,245,4.0,17.0,0.0,78.0,25719.0,26.5,47
00936,1151,1.0,2.0,0.0,97.0,13470.0,54.9,0
00949,81758,0.0,0.0,0.0,99.0,12223.0,36.2,26693
00951,16,0.0,0.0,0.0,100.0,,,15
00952,9611,1.0,0.0,0.0,99.0,9362.0,40.3,3113
00953,73236,0.0,0.0,0.0,100.0,12741.0,34.8,22190
00956,77151,0.0,0.0,0.0,100.0,10765.0,38.1,26424
00957,46252,1.0,0.0,0.0,99.0,11453.0,37.1,15329
00959,48495,1.0,0.0,0.0,98.0,14448.0,39.2,18772
00960,1496,1.0,1.0,0.0,98.0,8586.0,32.8,0
00961,32691,1.0,0.0,0.0,98.0,15555.0,41.3,11460
00962,21717,0.0,0.0,0.0,100.0,8444.0,34.7,7334
00965,8988,0.0,0.0,0.0,99.0,7683.0,36.0,2974
00966,16371,2.0,0.0,0.0,98.0,34449.0,42.0,6380
00968,3532,3.0,0.0,0.0,97.0,36866.0,56.4,1885
00969,42756,2.0,0.0,0.0,98.0,26581.0,39.6,15671
00971,30410,0.0,0.0,0.0,99.0,13223.0,40.7,10334
00976,63387,1.0,0.0,0.0,99.0,15048.0,36.3,21587
00979,16248,4.0,0.0,1.0,94.0,26361.0,46.4,7751
00982,16216,1.0,0.0,0.0,99.0,13244.0,42.6,5850
00983,41590,1.0,0.0,0.0,99.0,13949.0,36.8,14719
00985,36507,0.0,0.0,0.0,99.0,12127.0,39.7,12860
00987,59324,1.0,0.0,0.0,99.0,14072.0,36.3,21444
01001,17245,89.0,1.0,3.0,5.0,28457.0,43.7,7103
01002,29266,74.0,4.0,11.0,8.0,27691.0,22.9,9541
01003,11032,77.0,6.0,11.0,5.0,3531.0,19.9,29
01005,5356,96.0,0.0,2.0,2.0,31686.0,42.2,1812
01007,14673,91.0,2.0,2.0,3.0,32222.0,41.3,5716
01008,1144,98.0,0.0,1.0,1.0,32457.0,47.1,505
01009,716,96.0,0.0,0.0,0.0,26422.0,44.0,184
01010,3635,100.0,0.0,0.0,0.0,36406.0,45.4,1484
01011,1414,93.0,1.0,1.0,3.0,26847.0,43.6,552
01012,577,98.0,0.0,0.0,2.0,30189.0,51.0,245
01013,22113,72.0,3.0,2.0,22.0,20889.0,35.5,9196
01020,30571,82.0,2.0,1.0,11.0,27207.0,43.4,12571
01022,2794,78.0,10.0,1.0,6.0,29618.0,37.4,1226
01026,1057,97.0,1.0,0.0,2.0,31585.0,47.9,457
01027,17605,89.0,1.0,4.0,4.0,31327.0,43.2,7960
01028,15816,92.0,3.0,2.0,2.0,36171.0,45.5,6039
01029,596,92.0,0.0,6.0,1.0,33352.0,53.1,314
01030,11310,91.0,2.0,1.0,4.0,31992.0,44.4,4385
01031,1484,90.0,0.0,1.0,4.0,28090.0,43.1,575
01032,570,97.0,0.0,1.0,1.0,33395.0,49.1,278
01033,6182,96.0,0.0,0.0,4.0,31069.0,44.9,2344
01034,2174,98.0,0.0,0.0,1.0,32908.0,46.2,805
01035,5254,92.0,3.0,1.0,3.0,36471.0,45.0,2288
01036,5129,97.0,1.0,0.0,0.0,35699.0,48.4,1917
01037,624,91.0,0.0,0.0,9.0,42109.0,53.6,264
01038,2832,99.0,0.0,0.0,0.0,36282.0,47.7,1256
01039,1566,97.0,0.0,0.0,2.0,36880.0,50.2,568
01040,40029,46.0,3.0,1.0,48.0,19968.0,36.0,15324
01050,2548,90.0,1.0,0.0,5.0,26597.0,41.5,959
01053,1909,82.0,5.0,2.0,6.0,25039.0,51.0,571
01054,1759,92.0,1.0,1.0,3.0,40416.0,50.3,824
01056,21247,92.0,1.0,1.0,4.0,31117.0,44.4,8093
01057,8707,96.0,0.0,0.0,1.0,32046.0,45.0,3534
01060,15026,77.0,4.0,9.0,8.0,33655.0,34.2,6467
01062,11007,85.0,1.0,4.0,8.0,39088.0,43.8,4446
01063,644,69.0,7.0,12.0,6.0,2353.0,20.2,0
01068,1839,99.0,0.0,0.0,1.0,32805.0,44.7,668
01069,8975,98.0,0.0,0.0,1.0,26238.0,42.2,3500
01070,579,94.0,1.0,2.0,1.0,30544.0,54.5,243
01071,1401,96.0,0.0,0.0,0.0,33090.0,44.5,516
01072,1464,90.0,1.0,1.0,3.0,35493.0,47.0,635
01073,5878,94.0,1.0,0.0,4.0,34196.0,41.2,2484
01074,56,100.0,0.0,0.0,0.0,38243.0,38.1,83
01075,17796,90.0,3.0,3.0,4.0,30643.0,41.6,6933
01077,9552,94.0,0.0,2.0,3.0,35587.0,43.4,3566
01079,495,97.0,0.0,0.0,0.0,29734.0,46.0,262
01080,2012,92.0,2.0,0.0,4.0,22950.0,43.2,917
01081,1703,97.0,0.0,0.0,0.0,30411.0,44.7,689
01082,10318,96.0,0.0,0.0,2.0,28354.0,45.3,4268
01083,3137,97.0,0.0,0.0,2.0,22435.0,34.1,1180
01084,209,98.0,0.0,0.0,2.0,31790.0,55.5,72
01085,40721,87.0,1.0,2.0,8.0,28943.0,39.1,15190
01086,1219,92.0,6.0,1.0,2.0,1963.0,19.6,0
01088,451,87.0,2.0,0.0,11.0,32414.0,63.0,290
01089,28498,82.0,4.0,4.0,8.0,27853.0,39.5,11495
01092,1080,100.0,0.0,0.0,0.0,34201.0,32.9,560
01093,282,99.0,0.0,0.0,0.0,42234.0,52.5,133
01094,340,98.0,0.0,0.0,2.0,25777.0,54.1,185
01095,14344,93.0,2.0,2.0,3.0,38687.0,48.1,5415
01096,2249,94.0,1.0,0.0,4.0,33128.0,44.8,993
01097,83,100.0,0.0,0.0,0.0,13883.0,22.7,10
01098,1081,96.0,1.0,1.0,1.0,35343.0,52.9,514
01103,2556,25.0,10.0,2.0,62.0,17095.0,33.0,1412
01104,23083,34.0,11.0,1.0,52.0,17307.0,34.7,8784
01105,12360,15.0,19.0,0.0,64.0,12137.0,26.6,4844
01106,16018,88.0,1.0,7.0,4.0,53449.0,45.0,5765
01107,11271,13.0,8.0,1.0,77.0,12440.0,29.5,3923
01108,25755,36.0,17.0,5.0,39.0,18347.0,31.7,9716
01109,31429,22.0,36.0,1.0,36.0,13938.0,26.4,9379
01118,13722,66.0,12.0,4.0,17.0,29528.0,40.5,5543
01119,13962,50.0,23.0,1.0,24.0,21261.0,35.1,4730
01128,2468,82.0,12.0,0.0,4.0,33573.0,46.8,997
01129,7505,62.0,16.0,4.0,15.0,26752.0,38.0,2923
01151,9134,38.0,14.0,4.0,41.0,16169.0,30.6,3303
01201,45887,86.0,5.0,1.0,5.0,26738.0,43.8,19894
01220,8586,96.0,0.0,0.0,2.0,24753.0,43.6,3838
01222,805,96.0,0.0,1.0,0.0,40683.0,45.8,345
01223,2346,96.0,0.0,2.0,1.0,37301.0,50.5,1018
01224,322,65.0,0.0,35.0,0.0,22426.0,23.7,77
01225,3059,99.0,1.0,0.0,1.0,28804.0,46.6,1374
01226,6981,97.0,0.0,0.0,2.0,28082.0,47.0,2843
01229,111,100.0,0.0,0.0,0.0,24606.0,39.5,61
01230,8200,82.0,3.0,2.0,9.0,35004.0,47.1,3281
01235,3032,97.0,1.0,0.0,0.0,28315.0,45.2,1214
01236,1631,88.0,1.0,1.0,3.0,29869.0,42.8,524
01237,2509,99.0,0.0,0.0,0.0,36849.0,41.5,976
01238,6198,96.0,0.0,1.0,3.0,33848.0,45.3,2492
01240,4818,92.0,1.0,3.0,3.0,37359.0,52.7,2306
01242,155,99.0,0.0,0.0,0.0,31279.0,57.3,144
01243,345,93.0,0.0,0.0,0.0,35263.0,55.3,177
01244,150,94.0,0.0,0.0,6.0,24298.0,60.3,63
01245,726,93.0,2.0,0.0,3.0,37324.0,54.0,417
01247,16025,91.0,2.0,0.0,3.0,22181.0,41.3,7069
01253,742,96.0,1.0,0.0,3.0,36261.0,48.5,302
01254,997,95.0,0.0,1.0,2.0,50182.0,54.3,440
01255,930,91.0,0.0,4.0,1.0,29539.0,48.0,353
01256,675,93.0,3.0,0.0,1.0,28533.0,44.6,337
01257,2183,94.0,1.0,3.0,1.0,33690.0,49.5,950
01258,304,98.0,1.0,0.0,1.0,41482.0,60.2,179
01259,613,93.0,1.0,2.0,0.0,43844.0,51.8,260
01260,240,100.0,0.0,0.0,0.0,25668.0,46.1,144
01262,1257,86.0,2.0,4.0,5.0,33165.0,49.7,574
01264,167,100.0,0.0,0.0,0.0,51626.0,69.6,66
01266,1433,94.0,3.0,0.0,1.0,44493.0,54.6,661
01267,7985,88.0,2.0,4.0,3.0,33717.0,39.3,2381
01270,806,97.0,0.0,0.0,1.0,32940.0,49.2,316
01301,17806,89.0,1.0,2.0,6.0,27354.0,42.9,7850
01330,1540,95.0,0.0,0.0,0.0,35226.0,48.5,622
01331,13383,91.0,0.0,0.0,7.0,23736.0,41.0,5341
01337,2609,93.0,0.0,1.0,4.0,31366.0,49.2,1122
01338,169,100.0,0.0,0.0,0.0,39439.0,52.1,79
01339,1597,97.0,1.0,0.0,1.0,29981.0,49.7,595
01340,1784,92.0,0.0,3.0,1.0,29025.0,46.5,716
01341,1605,94.0,1.0,1.0,1.0,37209.0,47.9,688
01342,1506,79.0,0.0,3.0,6.0,46508.0,43.2,484
01343,76,100.0,0.0,0.0,0.0,38675.0,57.4,27
01344,1526,93.0,0.0,0.0,5.0,24274.0,39.0,626
01346,448,95.0,0.0,0.0,3.0,33809.0,54.0,210
01347,93,95.0,0.0,0.0,0.0,16610.0,38.5,66
01349,844,93.0,0.0,1.0,1.0,27191.0,52.1,446
01350,117,98.0,0.0,0.0,0.0,23709.0,41.5,50
01351,2253,88.0,2.0,2.0,0.0,34353.0,45.5,939
01354,1532,91.0,0.0,0.0,8.0,34215.0,47.8,569
01355,990,97.0,2.0,0.0,0.0,28963.0,42.1,418
01360,3033,95.0,0.0,1.0,3.0,32021.0,45.5,1234
01364,7960,95.0,1.0,2.0,2.0,21734.0,40.2,3302
01366,1294,96.0,0.0,2.0,1.0,33059.0,50.2,496
01367,590,95.0,1.0,0.0,2.0,26501.0,43.3,247
01368,1161,96.0,0.0,1.0,2.0,27999.0,43.7,515
01370,4113,97.0,0.0,0.0,0.0,29074.0,47.9,1768
01373,4441,96.0,1.0,1.0,1.0,31811.0,46.4,1914
01375,3692,88.0,1.0,6.0,3.0,28057.0,26.9,1528
01376,5513,92.0,1.0,0.0,6.0,24108.0,41.9,2252
01378,639,94.0,0.0,3.0,3.0,33914.0,55.4,337
01379,957,89.0,6.0,1.0,1.0,27732.0,50.3,376
01420,40358,68.0,4.0,4.0,22.0,22620.0,34.7,14842
01430,6119,94.0,1.0,0.0,3.0,34454.0,42.4,2216
01431,3114,97.0,1.0,1.0,2.0,33228.0,44.8,1048
01432,7061,88.0,3.0,2.0,4.0,34502.0,43.3,3308
01434,1702,63.0,17.0,1.0,14.0,14154.0,39.6,160
01436,3838,99.0,0.0,0.0,1.0,27831.0,42.4,1299
01438,359,100.0,0.0,0.0,0.0,24617.0,51.9,233
01440,20388,86.0,2.0,2.0,8.0,23297.0,40.7,8156
01450,10842,94.0,1.0,2.0,2.0,48248.0,43.6,3992
01451,4964,88.0,3.0,4.0,3.0,60872.0,46.8,1652
01452,4398,98.0,0.0,1.0,0.0,33730.0,44.6,1592
01453,41002,76.0,5.0,3.0,13.0,29382.0,41.2,16784
01460,9038,92.0,0.0,5.0,1.0,47502.0,44.1,3446
01462,10549,93.0,1.0,2.0,3.0,35866.0,44.2,4287
01463,11645,95.0,0.0,1.0,2.0,35689.0,43.1,4247
01464,7435,73.0,7.0,2.0,13.0,24469.0,39.0,2331
01467,398,99.0,0.0,0.0,0.0,57529.0,42.3,113
01468,3710,98.0,0.0,1.0,0.0,28094.0,44.0,1612
01469,7044,96.0,0.0,2.0,2.0,34037.0,40.4,2547
01473,7320,96.0,1.0,0.0,1.0,34860.0,43.6,2779
01474,1993,96.0,0.0,3.0,0.0,37146.0,44.6,729
01475,10386,91.0,1.0,3.0,3.0,27204.0,44.3,3948
01501,16089,94.0,1.0,0.0,3.0,34644.0,44.0,6267
01503,2886,94.0,1.0,2.0,3.0,44297.0,45.5,1078
01504,9035,93.0,1.0,1.0,4.0,32488.0,40.6,3333
01505,4366,90.0,1.0,4.0,3.0,53378.0,44.7,1618
01506,3382,98.0,0.0,0.0,0.0,29391.0,43.5,1390
01507,13034,96.0,1.0,0.0,2.0,35678.0,42.2,4744
01510,13634,83.0,1.0,2.0,10.0,31765.0,41.3,5644
01515,2253,95.0,1.0,0.0,1.0,30172.0,42.7,827
01516,8575,97.0,0.0,0.0,1.0,36503.0,39.8,3100
01518,2689,96.0,0.0,0.0,0.0,33795.0,42.6,1213
01519,6514,95.0,0.0,3.0,0.0,44302.0,39.1,2360
01520,14354,93.0,0.0,4.0,2.0,41173.0,42.3,5178
01521,2442,94.0,2.0,0.0,2.0,32734.0,43.6,998
01522,3145,96.0,2.0,0.0,1.0,38120.0,41.3,1139
01523,7680,85.0,6.0,0.0,7.0,28387.0,39.2,2261
01524,6940,93.0,1.0,2.0,4.0,29142.0,39.3,2623
01525,145,100.0,0.0,0.0,0.0,33626.0,32.7,73
01527,13264,93.0,1.0,1.0,4.0,32329.0,43.0,5162
01529,3197,94.0,2.0,1.0,2.0,29546.0,38.2,1061
01531,1053,97.0,1.0,0.0,2.0,30961.0,40.9,392
01532,14529,84.0,2.0,9.0,4.0,43878.0,41.5,5108
01534,5299,95.0,1.0,1.0,2.0,36653.0,39.0,2137
01535,4706,95.0,1.0,0.0,1.0,27452.0,42.1,1820
01536,7042,84.0,1.0,6.0,4.0,37846.0,40.3,2743
01537,2458,89.0,0.0,2.0,7.0,30326.0,40.0,828
01540,11148,94.0,0.0,0.0,4.0,29658.0,40.3,4220
01541,3424,93.0,0.0,2.0,5.0,42921.0,43.8,1252
01542,1782,94.0,1.0,1.0,2.0,31085.0,45.4,773
01543,8075,93.0,2.0,2.0,2.0,33229.0,40.3,2898
01545,35575,76.0,2.0,16.0,3.0,40098.0,39.2,12839
01550,16741,61.0,1.0,3.0,32.0,21579.0,37.5,6762
01560,4531,67.0,2.0,23.0,6.0,35305.0,32.8,1705
01561,174,66.0,24.0,5.0,3.0,15914.0,22.7,58
01562,11733,93.0,1.0,0.0,5.0,28983.0,39.1,4656
01564,7839,95.0,1.0,1.0,2.0,40536.0,44.2,2748
01566,6617,93.0,0.0,2.0,4.0,37893.0,43.2,2396
01568,7431,94.0,0.0,1.0,1.0,42387.0,41.2,2633
01569,13559,97.0,0.0,1.0,1.0,35249.0,40.9,4824
01570,16782,86.0,3.0,2.0,5.0,26411.0,41.4,6669
01571,11445,91.0,2.0,1.0,3.0,28240.0,37.2,4037
01581,18371,72.0,2.0,18.0,6.0,45929.0,40.4,6992
01583,7698,88.0,5.0,0.0,5.0,30780.0,38.9,2143
01585,4646,94.0,2.0,2.0,0.0,31262.0,45.7,1880
01588,10350,94.0,0.0,1.0,2.0,29244.0,39.2,3752
01590,8943,99.0,0.0,1.0,0.0,42341.0,41.7,3093
01602,23707,73.0,9.0,5.0,11.0,31101.0,40.0,9179
01603,19385,58.0,7.0,9.0,24.0,22315.0,36.1,7203
01604,34720,65.0,11.0,7.0,15.0,27119.0,35.9,14130
01605,27279,46.0,14.0,6.0,32.0,21639.0,32.3,10472
01606,19495,75.0,13.0,3.0,7.0,32781.0,39.5,7688
01607,8957,59.0,15.0,5.0,19.0,24044.0,34.4,3741
01608,3558,26.0,11.0,1.0,48.0,11315.0,27.2,1438
01609,21178,67.0,10.0,5.0,15.0,23846.0,26.9,7049
01610,23964,46.0,11.0,8.0,33.0,14040.0,25.6,7843
01611,2481,78.0,3.0,2.0,15.0,33179.0,39.3,927
01612,4856,85.0,4.0,1.0,10.0,35979.0,41.3,1508
01701,31435,79.0,6.0,6.0,7.0,39361.0,43.6,12344
01702,38020,56.0,8.0,8.0,20.0,29023.0,33.5,14745
01718,343,64.0,21.0,15.0,0.0,62059.0,38.9,173
01719,5048,81.0,0.0,17.0,1.0,61461.0,43.7,2101
01720,21804,75.0,1.0,19.0,2.0,53152.0,41.9,8503
01721,16792,87.0,3.0,6.0,3.0,45834.0,44.0,6596
01730,13649,81.0,2.0,12.0,4.0,48886.0,43.9,5129
01731,1717,72.0,3.0,3.0,17.0,22388.0,17.7,572
01740,4967,91.0,0.0,3.0,3.0,55369.0,43.1,1619
01741,4918,88.0,0.0,6.0,2.0,77585.0,48.2,1762
01742,18586,86.0,3.0,5.0,4.0,68920.0,45.9,6920
01745,305,77.0,0.0,23.0,0.0,40472.0,50.2,133
01746,13811,94.0,1.0,2.0,2.0,46206.0,42.4,5037
01747,5928,95.0,0.0,2.0,4.0,38747.0,41.5,2237
01748,15271,92.0,0.0,5.0,2.0,56899.0,39.5,5422
01749,19263,89.0,1.0,2.0,3.0,35713.0,42.8,7638
01752,38842,75.0,2.0,5.0,11.0,35335.0,39.5,15558
01754,10211,86.0,3.0,4.0,5.0,39447.0,41.7,4284
01756,5851,94.0,1.0,1.0,4.0,41740.0,43.0,1993
01757,28252,82.0,2.0,2.0,10.0,32180.0,38.2,10916
01760,33353,86.0,2.0,8.0,3.0,50239.0,41.6,13874
01770,4169,92.0,0.0,6.0,1.0,73420.0,45.5,1461
01772,9502,82.0,2.0,13.0,2.0,63375.0,42.1,3175
01773,4836,84.0,3.0,8.0,3.0,75535.0,48.5,2021
01775,6737,90.0,0.0,3.0,3.0,47880.0,42.2,2538
01776,17922,89.0,0.0,6.0,2.0,72744.0,42.9,6063
01778,13280,84.0,1.0,12.0,2.0,68811.0,46.7,5213
01801,38961,84.0,4.0,6.0,4.0,35354.0,39.7,15016
01803,24700,78.0,3.0,16.0,1.0,41119.0,41.8,9359
01810,33746,82.0,1.0,11.0,4.0,52275.0,42.7,12174
01821,30591,91.0,1.0,5.0,2.0,35975.0,40.4,11083
01824,24673,87.0,1.0,8.0,3.0,44267.0,43.4,9821
01826,29968,88.0,3.0,4.0,5.0,32690.0,40.3,11008
01827,3255,94.0,0.0,2.0,0.0,48133.0,44.2,1176
01830,25687,76.0,2.0,0.0,18.0,29567.0,39.0,10202
01832,22121,74.0,2.0,1.0,21.0,29014.0,38.5,8461
01833,8295,96.0,0.0,0.0,1.0,43297.0,42.4,3115
01834,6675,96.0,0.0,3.0,1.0,40222.0,46.1,2385
01835,13527,86.0,2.0,3.0,8.0,31429.0,37.1,5118
01840,4547,12.0,1.0,1.0,83.0,14758.0,36.8,2258
01841,47676,15.0,2.0,2.0,81.0,15117.0,29.6,15253
01843,24597,28.0,4.0,7.0,60.0,21024.0,32.6,8983
01844,47690,75.0,2.0,4.0,17.0,30520.0,39.9,17451
01845,28677,86.0,1.0,6.0,5.0,46788.0,41.0,10830
01850,15496,64.0,6.0,6.0,20.0,22503.0,32.0,5445
01851,29791,39.0,9.0,37.0,12.0,22714.0,33.5,10052
01852,33106,58.0,6.0,12.0,19.0,26878.0,35.6,13564
01854,29073,52.0,5.0,18.0,21.0,19646.0,29.6,9446
01860,6440,99.0,0.0,0.0,1.0,36605.0,43.5,2528
01862,10992,83.0,3.0,4.0,7.0,30074.0,39.0,3367
01863,9526,83.0,1.0,8.0,7.0,37573.0,40.5,3931
01864,15076,92.0,1.0,4.0,2.0,45031.0,42.4,5361
01867,24524,91.0,1.0,4.0,3.0,47036.0,41.8,8898
01876,28778,92.0,2.0,3.0,2.0,39980.0,43.4,10974
01879,11675,91.0,1.0,5.0,3.0,40920.0,42.1,4252
01880,25116,93.0,0.0,4.0,2.0,40379.0,42.1,9851
01886,22458,81.0,1.0,13.0,2.0,49341.0,42.4,7878
01887,22656,91.0,1.0,4.0,2.0,37424.0,41.7,7652
01890,21621,83.0,1.0,12.0,2.0,64385.0,42.5,7586
01901,2023,40.0,20.0,2.0,33.0,20625.0,42.8,761
01902,44827,37.0,12.0,8.0,39.0,20391.0,32.0,16863
01904,18803,76.0,7.0,3.0,12.0,33409.0,40.6,6386
01905,25090,39.0,13.0,7.0,37.0,19934.0,32.4,8390
01906,27051,89.0,1.0,2.0,6.0,34350.0,44.9,10108
01907,14086,92.0,1.0,2.0,4.0,48336.0,44.0,5512
01908,3432,93.0,2.0,1.0,4.0,45464.0,49.7,1639
01913,16429,96.0,0.0,1.0,1.0,38659.0,41.3,7055
01915,40026,91.0,2.0,2.0,3.0,37554.0,39.8,16113
01921,8040,94.0,0.0,3.0,1.0,58734.0,45.6,2713
01922,3025,98.0,1.0,1.0,0.0,40983.0,44.4,979
01923,26810,93.0,1.0,2.0,3.0,38281.0,43.0,10394
01929,3546,96.0,0.0,1.0,1.0,42259.0,45.4,1425
